/home/vijay/Development/jetson-nano-dev/scripts/udp_rtp_producer.py:20: PyGIWarning: GstApp was imported without specifying a version first. Use gi.require_version('GstApp', '1.0') before import to ensure that the right version gets loaded.
  from gi.repository import Gst, GLib, GstApp
INFO:__main__:Setting up GStreamer pipeline: v4l2src device=/dev/video4 !
            video/x-raw,width=640,height=480,framerate=30/1 !
            videoconvert !
            identity name=frame_counter !
            x264enc tune=zerolatency !
            h264parse !
            rtph264pay !
            udpsink host=100.94.31.62 port=8554
INFO:__main__:Added frame counting probe
INFO:__main__:Starting UDP RTP producer...
INFO:__main__:Setting pipeline to PLAYING state...
INFO:__main__:Pipeline state change result: <enum GST_STATE_CHANGE_ASYNC of type Gst.StateChangeReturn>
🎥 Producer: Frame #1 captured!
🎥 Producer: Frame #2 captured!
🎥 Producer: Frame #3 captured!
🎥 Producer: Frame #4 captured!
🎥 Producer: Frame #5 captured!
🎥 Producer: Frame #6 captured!
🎥 Producer: Frame #7 captured!
🎥 Producer: Frame #8 captured!
🎥 Producer: Frame #9 captured!
🎥 Producer: Frame #10 captured!
INFO:__main__:Pipeline state: (<enum GST_STATE_CHANGE_SUCCESS of type Gst.StateChangeReturn>, state=<enum GST_STATE_PLAYING of type Gst.State>, pending=<enum GST_STATE_VOID_PENDING of type Gst.State>)
INFO:__main__:Starting GStreamer main loop...
INFO:__main__:Pipeline state changed: null -> ready
INFO:__main__:Pipeline state changed: ready -> paused
INFO:__main__:Stream started
INFO:__main__:Pipeline state changed: paused -> playing
📊 Producer: 42 frames | Real-time FPS: 21.0 | Avg FPS: 21.0 | Runtime: 2.0s
INFO:__main__:============================================================
INFO:__main__:🎥 UDP RTP STREAM READY
INFO:__main__:============================================================
INFO:__main__:Local URL:  udp://127.0.0.1:8554
INFO:__main__:Network URL: udp://192.168.0.237:8554
INFO:__main__:============================================================
INFO:__main__:Use GStreamer consumer to view the stream
INFO:__main__:Press Ctrl+C to stop
INFO:__main__:============================================================
📊 Producer: 102 frames | Real-time FPS: 30.0 | Avg FPS: 25.5 | Runtime: 4.0s
📊 Producer: 162 frames | Real-time FPS: 30.0 | Avg FPS: 27.0 | Runtime: 6.0s
📊 Producer: 222 frames | Real-time FPS: 30.0 | Avg FPS: 27.7 | Runtime: 8.0s
📊 Producer: 282 frames | Real-time FPS: 30.0 | Avg FPS: 28.2 | Runtime: 10.0s
📊 Producer: 342 frames | Real-time FPS: 30.0 | Avg FPS: 28.5 | Runtime: 12.0s
📊 Producer: 402 frames | Real-time FPS: 30.0 | Avg FPS: 28.7 | Runtime: 14.0s
📊 Producer: 462 frames | Real-time FPS: 30.0 | Avg FPS: 28.9 | Runtime: 16.0s
📊 Producer: 522 frames | Real-time FPS: 30.0 | Avg FPS: 29.0 | Runtime: 18.0s
📊 Producer: 582 frames | Real-time FPS: 30.0 | Avg FPS: 29.1 | Runtime: 20.0s
📊 Producer: 642 frames | Real-time FPS: 30.0 | Avg FPS: 29.2 | Runtime: 22.0s
📊 Producer: 702 frames | Real-time FPS: 30.0 | Avg FPS: 29.2 | Runtime: 24.0s
📊 Producer: 762 frames | Real-time FPS: 30.0 | Avg FPS: 29.3 | Runtime: 26.0s
📊 Producer: 822 frames | Real-time FPS: 30.0 | Avg FPS: 29.3 | Runtime: 28.0s
📊 Producer: 882 frames | Real-time FPS: 30.0 | Avg FPS: 29.4 | Runtime: 30.0s
📊 Producer: 942 frames | Real-time FPS: 30.0 | Avg FPS: 29.4 | Runtime: 32.0s
📊 Producer: 1002 frames | Real-time FPS: 30.0 | Avg FPS: 29.4 | Runtime: 34.0s
📊 Producer: 1062 frames | Real-time FPS: 30.0 | Avg FPS: 29.5 | Runtime: 36.0s
📊 Producer: 1122 frames | Real-time FPS: 30.0 | Avg FPS: 29.5 | Runtime: 38.0s
📊 Producer: 1182 frames | Real-time FPS: 30.0 | Avg FPS: 29.5 | Runtime: 40.0s
📊 Producer: 1242 frames | Real-time FPS: 30.0 | Avg FPS: 29.6 | Runtime: 42.0s
📊 Producer: 1302 frames | Real-time FPS: 30.0 | Avg FPS: 29.6 | Runtime: 44.0s
📊 Producer: 1362 frames | Real-time FPS: 30.0 | Avg FPS: 29.6 | Runtime: 46.0s
📊 Producer: 1422 frames | Real-time FPS: 30.0 | Avg FPS: 29.6 | Runtime: 48.0s
📊 Producer: 1482 frames | Real-time FPS: 30.0 | Avg FPS: 29.6 | Runtime: 50.0s
📊 Producer: 1542 frames | Real-time FPS: 30.0 | Avg FPS: 29.6 | Runtime: 52.0s
📊 Producer: 1602 frames | Real-time FPS: 30.0 | Avg FPS: 29.6 | Runtime: 54.0s
📊 Producer: 1662 frames | Real-time FPS: 30.0 | Avg FPS: 29.7 | Runtime: 56.0s
📊 Producer: 1722 frames | Real-time FPS: 30.0 | Avg FPS: 29.7 | Runtime: 58.0s
📊 Producer: 1782 frames | Real-time FPS: 30.0 | Avg FPS: 29.7 | Runtime: 60.0s
📊 Producer: 1842 frames | Real-time FPS: 30.0 | Avg FPS: 29.7 | Runtime: 62.0s
📊 Producer: 1902 frames | Real-time FPS: 30.0 | Avg FPS: 29.7 | Runtime: 64.0s
📊 Producer: 1962 frames | Real-time FPS: 30.0 | Avg FPS: 29.7 | Runtime: 66.0s
📊 Producer: 2022 frames | Real-time FPS: 30.0 | Avg FPS: 29.7 | Runtime: 68.0s
📊 Producer: 2082 frames | Real-time FPS: 30.0 | Avg FPS: 29.7 | Runtime: 70.1s
📊 Producer: 2142 frames | Real-time FPS: 30.0 | Avg FPS: 29.7 | Runtime: 72.1s
📊 Producer: 2202 frames | Real-time FPS: 30.0 | Avg FPS: 29.7 | Runtime: 74.1s
📊 Producer: 2262 frames | Real-time FPS: 30.0 | Avg FPS: 29.7 | Runtime: 76.1s
📊 Producer: 2322 frames | Real-time FPS: 30.0 | Avg FPS: 29.7 | Runtime: 78.1s
📊 Producer: 2382 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 80.1s
📊 Producer: 2442 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 82.1s
📊 Producer: 2502 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 84.1s
📊 Producer: 2562 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 86.1s
📊 Producer: 2622 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 88.1s
📊 Producer: 2682 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 90.1s
📊 Producer: 2742 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 92.1s
📊 Producer: 2802 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 94.1s
